,Tweet_Text,Tweet_Date,Tweet_ID,Retweets,Favorites
670,From @oprahmagazine: See how Lakisha joined volunteers to renovate her future Habitat home using wood milled from the 2017 Rockefeller Center Christmas tree. 🏠 https://t.co/QGmAUikQIL - with @rockcenternyc 🎄 #TBT,2019-12-19 20:33:00,1207760765521989632,4,22
671,@araraiza8 Habitat's homeownership program is managed at the local level. Please contact the local Habitat affiliate in your mother's area to help answer your questions: https://t.co/SxB0vk2AVQ,2019-12-19 20:26:52,1207759221636435972,0,0
672,"Communities across the U.S. are working with Habitat to lift up their neighborhoods using a newly developed tool called the Quality of Life Framework. Here are updates from the participating communities, their challenges and aspirations.",2019-12-19 16:41:00,1207702380755611648,11,34
673,"@araraiza8 Hi Adriana, please visit our website to learn more about Habitat's homeownership program: https://t.co/kvOtSJq9yY",2019-12-19 16:18:14,1207696653383348227,0,0
674,"RT @Harvard_JCHS: Rental supply challenges, cost burdens, and price-to-income ratios: ICYMI here are the Top 5 posts on our blog this year:…",2019-12-19 14:06:00,1207663375645396994,2,0
675,"#HabitatforHumanity homeowners help build and then purchase their houses. They make monthly payments on an affordable mortgage, which in turn helps Habitat build more homes. 🏠 This home was built in Tuscon, Arizona. #WednesdayWisdom https://t.co/6UoGhEPnr8",2019-12-18 19:14:01,1207378503504670721,7,43
676,"RT @WTHRcom: The Kaufmann family has raised more than $10,000 for Habitat for Humanity through a donation box with their annual lights show…",2019-12-18 17:06:35,1207346432480628736,7,0
677,RT @JReckford: Join with us at @Habitat_org in calling upon #DemDebate moderators to address #housingaffordability – a growing issue that's…,2019-12-18 15:06:13,1207316142370492417,20,0
678,A favorite tradition among #HabitatforHumanity volunteers is filling the walls of the houses they help build with words of encouragement and notes of love and friendship. 🏠❤️ https://t.co/T2lp6j9GNp,2019-12-17 20:30:26,1207035345566601220,20,78
679,"Through our nationwide #CostOfHome campaign, Habitat advocates for policies that will increase the supply and preservation of affordable homes. Learn more. https://t.co/CUJ0I1ybJ8",2019-12-17 15:23:39,1206958140622802949,6,25
680,@neofatum Hi! Thanks for reaching out. Please visit our website to learn more about opportunities to get involved with Habitat: https://t.co/8u7YhBJ6ad,2019-12-17 15:03:55,1206953172465602562,0,1
681,"“The prescription that this child needed was a stable, decent, affordable home. They don’t stock those at the pharmacy.” Read the full Q&amp;A on housing’s effects on child development with Dr. @megansandel.",2019-12-16 19:53:39,1206663698447785984,27,43
682,"#ICYMI, in October, over 30 employees from @Avangrid volunteered with @HabitatBRK as part of the company’s national partnership with Habitat for Humanity. https://t.co/GOA6DIscYg",2019-12-16 15:02:22,1206590395771228160,4,17
683,"Access to clean water, secured land rights, the stability of sturdy and healthy homes — these are the successes families achieve when they partner with @HabitatZambia. https://t.co/Npyp9iMyGo https://t.co/d2EGuxT9og",2019-12-15 19:47:00,1206299637738545155,5,22
684,"Make your own holiday decorations from buttons, burlap and upcycled cabinet doors. All items that can often be found at your local #HabitatforHumanity ReStore. Find out how on the ReStore Blog.",2019-12-15 15:30:00,1206234961935765504,16,37
685,The project is simple: create an affordable option for teachers living in an area where rent costs are rising. Learn more about Habitat Gallatin Valley’s collaboration with the Big Sky community in Montana. 👩‍🏫🏘️👨‍🏫 #CostOfHome,2019-12-14 20:49:00,1205952852792877069,12,36
686,Happy Saturday! 🏠 #ThankYou to all of our volunteers who are spending their weekend helping us build. 🏘️ #HabitatforHumanity https://t.co/3GYASYzNCk,2019-12-14 15:14:04,1205868565947199489,14,43
687,"Factors related to creating more affordable homes — supply, credit, land and communities — are interconnected. Achieving policy solutions in these areas will help families gain access to homes they can afford and the opportunities that follow. #CostOfHome https://t.co/cysgLCrSP3",2019-12-13 20:27:56,1205585164811812864,10,16
688,"Every mother needs to know her children have a safe place to call home. With your help, Habitat homeowners achieve the strength, stability and independence they need to build a better life for themselves and their families. https://t.co/WNDRDaNIxb",2019-12-13 16:14:02,1205521270118518785,14,47
689,RT @CBCTheNational: Helping build his family a home with Habitat for Humanity inspired a teenager’s career path. #TheMoment https://t.co/Rw…,2019-12-13 14:17:35,1205491963144949760,16,0
690,RT @CostOfHome: Thank you @SenatorBennet and @senrobportman for introducing the #EvictionCrisisAct to help reduce preventable evictions and…,2019-12-12 20:40:03,1205225824334557193,11,0
691,"@TrevDon Thanks for the shoutout, and for supporting local Habitat builds and events in the past! Did you know that a 1996 episode of @BH90210 titled ""If I Had a Hammer"" featured @Jason_Priestley and the gang volunteering with Habitat?",2019-12-12 16:34:14,1205163963085930500,0,6
692,"RT @TrevDon: Today I learned after the holidays, the Rockefeller center Christmas Tree is cut into lumber then donated to Habitat For Human…",2019-12-12 16:29:05,1205162666697854978,65,0
693,“When we do something that applies to everyone's common values it allows them to focus on what they have in common rather than what separates them.” Listen to Habitat CEO @JReckford’s full interview with @kairyssdal on @Marketplace.,2019-12-12 14:46:57,1205136966192381957,10,26
694,".@EngageForGood has named Habitat for Humanity its 2020 Golden Halo Award winner for nonprofits. “We’re honored to receive this award which recognizes not only what we have accomplished, but what we still hope to do.” – Habitat CEO @JReckford",2019-12-11 20:58:38,1204868115869384705,26,57
695,"Donating your vehicle to #HabitatforHumanity is a great way to support our work. Plus, it is fast and easy to do, and you may qualify for a tax deduction. Learn more at https://t.co/TUMzG0m7QY https://t.co/Jc801lLQ2o",2019-12-11 18:56:00,1204837251689132035,14,26
696,"@kaykay0715 @PopTartsUS Hi Mikaela, thanks for reaching out! Please visit our website to learn more about opportunities to get involved with Habitat: https://t.co/I9Io2AgTA5 😊",2019-12-11 13:51:07,1204760525097373703,0,1
697,"@PopTartsUS Pop-Tart? More like pop over to Habitat and do your part! We all know that there is nothing sweeter than a stable, affordable home! 🏠😊 https://t.co/cZvnxCzuoQ",2019-12-10 21:18:21,1204510688972025856,6,25
698,"Happy anniversary to @garthbrooks and @trishayearwood, two of our inaugural Habitat Humanitarians and one of our favorite couples on any build site.",2019-12-10 16:51:35,1204443555495907329,23,94
699,"Congratulations to @warrickdunn, who is receiving Sports Illustrated’s 2019 Muhammad Ali Legacy Award tonight in honor of his philanthropic efforts, including a long history of supporting #HabitatforHumanity. https://t.co/7uirOWhs8F",2019-12-09 21:13:21,1204147041389166593,12,28
700,"At #HabitatforHumanity, we build houses — and through those houses, the strength, stability and self-reliance that families need in order to achieve a better life. 🏠 Learn about volunteer opportunities in your area. #MondayMotivation",2019-12-09 16:47:26,1204080121684144134,12,33
701,"#HabitatforHumanity homes are built in more than 70 countries around the world and reflect the different styles and cultures where they are built. But all Habitat homes, no matter where they are built, provide strength and stability and a place for families to flourish. https://t.co/61wtkjM8a5",2019-12-08 16:40:02,1203715873552437249,24,73
702,From the Habitat ReStore Blog courtesy of @H2OBungalow: Making your own holiday signs with upcycled cabinet doors is a fun holiday activity and it’s easy on the budget!,2019-12-07 20:30:00,1203411356453609472,6,18
703,"Safe, affordable housing is out of reach for far too many people around the world. When a family can create a decent place to live that’s affordable, everything can change. These facts and figures help make the case for why we build. https://t.co/1pkoae8Dkk",2019-12-07 16:45:00,1203354732909084672,23,54
704,From @TexasObserver: The Fight to Make Austin Affordable #CostOfHome https://t.co/ltVmIAZX8x,2019-12-06 21:14:00,1203060042888552448,8,20
705,RT @HoustonHabitat: We're so thrilled that @Kalambayi34 has chosen #HabitatforHumanity as the organization to represent on his cleats! We c…,2019-12-06 19:40:02,1203036396228874246,8,0
706,"Not long ago, the land these houses sit on in Kabwe, in central Zambia, was undeveloped. Today, it is home to dozens of families who have partnered with @HabitatZambia. Learn more. #FeelGoodFriday https://t.co/LI5gOOFtlY",2019-12-06 16:14:01,1202984547798921217,6,21
707,"@knitting4nepal Hi, please contact our Partner Service Center to help answer your questions: 800-HABITAT or publicinfo@habitat.org.",2019-12-06 15:22:26,1202971567703183360,0,1
708,"@Lowes More than 1.4 million #HabitatforHumanity volunteers helped build, advocate and raise awareness about the global need for shelter in the past fiscal year. 
#InternationalVolunteerDay #IVD2019 #ThankYou https://t.co/NS4DYLVYxn",2019-12-05 21:00:24,1202694233657921547,1,11
709,"Earlier this year, Habitat, @Lowes and over 700 volunteers united for our inaugural International #WomenBuild Day, building homes and raising awareness of the need for affordable housing at 18 locations in the United States, Canada and India. #IVD2019 https://t.co/mnmigP1Aui",2019-12-05 18:01:03,1202649097678852097,2,14
710,"This year, as Habitat’s Global Village program celebrated its 30th anniversary, 12,157 volunteers traveled to 36 countries across the world to build strength, stability and self-reliance. 
#InternationalVolunteerDay #IVD2019 https://t.co/VMPrmb5FmT",2019-12-05 15:56:55,1202617858477449217,6,22
711,Join us this #InternationalVolunteerDay as we thank our volunteers — as we thank you — for all you do in support of #HabitatforHumanity and our volunteer programs. #IVD2019 https://t.co/TD02FMAMyV,2019-12-05 15:14:02,1202607066566803456,21,63
712,"This year, just like every year since 2007, wood from the @rockcenternyc Christmas tree will been used to help a family build their #HabitatforHumanity house. 🎄🏠 Full story: https://t.co/Pj7TLUkyjX",2019-12-05 02:56:38,1202421494300717057,17,36
713,"For your home and family, the dangers of winter weather can often be overlooked. #HabitatforHumanity’s Risk Reduction and Response program has developed tips for dealing with winter disasters before, during and after they strike. https://t.co/7RbNC3QIfy",2019-12-04 19:50:00,1202314126061649927,5,16
714,From @MorningBrew: Affordable housing emerges as key election issue as more and more people are struggling to cover the #CostOfHome. 🏠 https://t.co/dYDIf0dR81,2019-12-04 16:40:00,1202266314196357121,7,23
715,RT @MyFixitUpLife: One of my favorite kinds of projects is updating unique finds from Habitat for Humanity ReStore. ☀️t #habitatrestore #di…,2019-12-04 14:14:00,1202229571401244674,2,0
716,"Now until midnight, a special anonymous donor will MATCH every dollar you donate, up to $100,000. Your gift today will go twice as far to help a family in need of shelter and stability. #GivingTuesday 
Learn more: https://t.co/TFNBdZ1meJ",2019-12-03 22:40:00,1201994520054755328,7,15
717,"In your community and around the world, Habitat for Humanity has helped 29+ million people build strength, stability and self-reliance through shelter. Learn more in our 2019 Annual Report. https://t.co/BS55QQgHNI https://t.co/qjmo8q84SM",2019-12-03 20:33:00,1201962559592493056,10,26
718,"Through shelter, we empower. 
Today, on #GivingTuesday, help us build a world where everyone has a decent place to live. https://t.co/TFNBdYJLnb",2019-12-03 15:47:44,1201890771043049474,6,24
719,"Today is #GivingTuesday, the global day of giving. Your gift to Habitat for Humanity will be matched through midnight tonight to help change a family’s future. Learn more and donate: https://t.co/9GAGXSjA1q",2019-12-03 12:09:21,1201835815069990912,19,28
720,Tomorrow is #GivingTuesday. Support Habitat for Humanity and help us transform lives around the world. 🏠 https://t.co/cZvnxCR5go,2019-12-02 16:14:00,1201534992028844032,11,32
721,RT @JReckford: I'm delighted to announce that Patrick Canagasingham will  join our @Habitat_org team as COO in March. Patrick brings a weal…,2019-12-02 14:28:00,1201508318256205825,5,0
722,"Before leading @ClemsonFB to a national championship and becoming a ProBowl quarterback with the @HoustonTexans, @deshaunwatson grew up in a Habitat home that his mom helped build. 🏠 Earlier this year, he surprised her by renovating that same home. https://t.co/LcHSHvApiT",2019-12-02 13:40:01,1201496240229363713,21,112
723,"“When Habitat called, I started crying. I was excited because I was approved, and I felt accomplished. My brain just went instantly to, ‘Your life just changed.’” — Lorrie, #HabitatforHumanity homeowner 🏠❤️ https://t.co/SKVooQcjzq",2019-12-01 16:40:03,1201179161785712646,14,66
724,"Bringing housing costs to an affordable level can make all the difference in the life and future of a family — physically, mentally, economically, developmentally. Learn more about the #CostOfHome’s impact on families. https://t.co/6BvuvX2DGV",2019-11-30 19:40:00,1200862061259034627,12,25
725,"A handmade quilt, to many, evokes feelings of warmth and comfort. Groups of generous quiltmakers across the country provide many new Habitat homeowners with this special housewarming gift. Full story and photos. https://t.co/X0pi7YbV5Q",2019-11-30 15:14:00,1200795116924891137,11,43
726,"A great, uplifting gift for the holiday season, Habitat CEO @JReckford’s new book Our Better Angels features stories of Habitat volunteers and future homeowners who embody seven timeless virtues. Learn more and order your copy today. https://t.co/5zDzeMKqN2",2019-11-29 20:10:00,1200507219994796032,5,15
727,Looking to give gifts AND give back this holiday season? The Habitat Store has you covered. 100% of store profits support #HabitatforHumanity's vision of a world where everyone has a decent place to live. https://t.co/VNMlOiwhYv https://t.co/UpdfM6u5H2,2019-11-29 15:14:02,1200432738282737664,5,19
728,"Happy #Thanksgiving from #HabitatforHumanity!
We are thankful for your gifts, your voice and your time as together we make strength, stability and self-reliance through shelter a reality in your community and around the world. https://t.co/glcbrbFkrJ",2019-11-28 15:14:14,1200070399486316546,15,56
729,"Did you know that #HabitatforHumanity ReStores need volunteers too? By giving your time, you help your Habitat ReStore do more to support building projects that benefit families in your community and around the world. #WednesdayWisdom",2019-11-27 20:40:00,1199789993956278272,11,26
730,We are so thankful to hear of the President’s release from the hospital and that he and Mrs. Carter will enjoy Thanksgiving at home! https://t.co/44EMODiM3U,2019-11-27 15:54:05,1199718040394518529,20,88
731,What are the qualifications for #HabitatforHumanity homeownership? Find the answer with our infographic here:  https://t.co/v3RwiLmDYr,2019-11-27 15:40:00,1199714496685719553,3,8
732,Check out @MyFixitUpLife’s latest #DIY project using items she found at her local Habitat ReStore! Theresa and her son set out to brighten up their front porch by repurposing tiles into a unique doormat. Follow along here: https://t.co/EPABSIxUW0,2019-11-26 18:35:01,1199396152422141952,5,13
733,"RT @greenbuildermag: @Habitat_org has a vision for its Depot Neighborhood  in Traverse City, MI—to build each of the community’s 10 single-…",2019-11-26 15:34:01,1199350604159688705,6,0
734,RT @Habitat_AP: #DidYouKnow The first Habitat for Humanity Carter Work Project in Asia-Pacific was held in five locations in the Philippine…,2019-11-25 18:34:00,1199033510918598656,6,0
735,"Together with homeowners and volunteers across the world, Habitat for Humanity works to build, advocate and empower. 🏠❤️ https://t.co/4nAPUHwOAz",2019-11-25 15:15:54,1198983655105945600,25,66
736,Everyone wants to do work that is meaningful. But what does “meaningful work” mean? #HabitatforHumanity #DoGood,2019-11-24 18:46:00,1198674141324419072,12,35
737,"From @HoustonChron: After Joselyn and her family built their Habitat home, she has continued to caulk windows, paint walls and build alongside neighboring families – paying forward the support she received so that others can also achieve homeownership. https://t.co/3KxpBCz2tl",2019-11-24 15:26:01,1198623813942034434,5,25
738,"When volunteers help build a Habitat home, they are leaving their mark on a homeowner’s life in many ways. Often volunteers are able to sign the wooden beams within the home they are working on. 🏠 A home that is built with many hands and with many blessings. https://t.co/Zlv0WI9mN9",2019-11-23 16:14:02,1198273512034721793,16,62
739,We know that those with the fewest resources are often forced to make the hardest choices. We have to take a stand and declare our commitment: No family should have to pay more than half of their paycheck to cover the #CostOfHome.,2019-11-22 20:40:00,1197978054640844801,9,29
740,RT @LouHabitat: Youth from the Islamic School Of Louisville &amp; St. Matthew's Episcopal Church joined us on Sunday at the Interfaith Build: H…,2019-11-22 17:30:23,1197930338686787585,3,0
741,"@LVonBliss Hi there, thank you for reaching out. Please contact your local Habitat for Humanity to learn about services that are available in your father's area. https://t.co/Gp572TViwD",2019-11-22 16:15:52,1197911586083618816,0,0
742,"“It means security. It means a place for making memories. I’ve literally dreamed of it my whole life.” — Sheila, #HabitatforHumanity homeowner 🏠 #FeelGoodFriday https://t.co/NGWCFpxlR2",2019-11-22 15:40:02,1197902568455843840,18,53
743,From @pndblog: Every Sector Has a Role to Play in Addressing the Nation's Home Affordability Challenges #CostOfHome https://t.co/dYg7urmbSI,2019-11-21 20:40:00,1197615669442945025,5,11
744,How can serving others open the door to employment opportunities? A @HFHAmeriCorps alum explains.,2019-11-21 17:40:00,1197570368342507521,10,27
745,"RT @ACUSoftball: The team was able to help build houses with Habitat for Humanity Saturday! From painting, to using power tools to building…",2019-11-21 13:54:09,1197513534420258817,7,0
746,"#WednesdayWisdom: Learn how @HabitatZambia is building homes with members of vulnerable groups such as the elderly, people with disabilities, orphans and households headed up by children. https://t.co/PokYYImTyF",2019-11-20 19:40:01,1197238182854705158,6,13
747,"At Habitat for Humanity, we know that a family should never have to spend more than 30 percent of their income on a home. But consider that today over 19 million U.S. households pay half or more of their income on a place to live. That is unacceptable.",2019-11-20 15:40:00,1197177781831888898,23,58
748,"We can’t turn back time, but @cher we’d love to have you back any time, any place. 😊 https://t.co/PicckXDQkR",2019-11-19 17:00:24,1196835627624534023,3,22
749,"Build. Advocate. Empower.
Today we are thrilled to announce that we have helped more than 29 million people build or improve the place they call home since our founding in 1976. Visit our annual report to learn more about our work.",2019-11-19 14:06:46,1196791932640473088,29,63
750,Families all across the United States are paying too high a price to cover the #CostOfHome. But bringing housing costs to an affordable level can make all the difference in the life — and future — of a family. Read more. https://t.co/CojhrHrbQX,2019-11-18 21:40:01,1196543605869072385,11,32
751,Are you interested in getting involved with #HabitatforHumanity in your community? Find your nearest Habitat today.,2019-11-18 16:30:00,1196465589214162946,12,25
752,"#HabitatforHumanity is at work in all 50 U.S. states, the District of Columbia and Puerto Rico. Here are examples of Habitat homes in Missouri, Mississippi, Nebraska and Arizona. 🏠 https://t.co/ra9K45aNjd",2019-11-17 16:14:07,1196099205313552389,11,46
753,"Luis Madrid says he “feels like the Betty White of the Global Village program,” having had the opportunity to watch the program evolve throughout the 16 years he’s been with Habitat for Humanity. Read more. 🏠 - with @HPHHonduras",2019-11-16 18:50:05,1195776066390020096,7,18
754,"Now through the end of the year, #LazyDogRestaurants customers will have the opportunity to purchase gingerbread house in support of Habitat for Humanity. Learn more https://t.co/mvwt4Jfxth. https://t.co/PzgUiNv5ib",2019-11-15 19:04:53,1195417403146018816,4,19
755,By recycling your car with Habitat for Humanity’s car donation program you are supporting our mission while also reducing pollution and environmental waste. Learn more at https://t.co/TUMzG0m7QY. 🚘♻️🏘️  #berecycled #carsforhomes #americarecylesday https://t.co/b69TEdwDxd,2019-11-15 16:21:00,1195376160131178496,14,27
756,"Happy #NationalPhilanthropyDay to our volunteers, advocates, and donors. Today and every day, we thank you for all of your time and support. 🏡🔨 https://t.co/WVCAB8BqtU",2019-11-15 15:14:03,1195359313482702848,13,47
757,"#TBT: Earlier this fall, @QuickenLoans team members volunteered with local Habitat offices in Cleveland, Phoenix and Charlotte as part of the company’s fourth annual Neighborhoods Week. Projects included new home construction, building community gardens and trash cleanup. https://t.co/woBx9x1ws7",2019-11-14 20:14:45,1195072597576302592,4,15
758,"@Steven87154080 Hi Steven, thank you for interest in getting involved with Habitat! Please contact your local Habitat affiliate to learn more about opportunities to get involved in Oklahoma: https://t.co/YPSe3T9JZt",2019-11-14 19:38:27,1195063461358850049,0,0
759,"With nearly 19 million U.S. households paying half or more of their income on a place to live, advocating for home affordability is as important as ever. Use this interactive map to learn more about the state of housing affordability where you live. #CostOfHome",2019-11-14 16:14:00,1195012010565656576,17,43
760,RT @JReckford: Huge congratulations to our good friend &amp; @Habitat_org Humanitarian @garthbrooks -- @CountryMusic #EntertainerOfTheYear! #CM…,2019-11-14 14:45:02,1194989624361443331,7,0
761,"#WorldKindnessDay is the perfect opportunity to pick up Our Better Angels, the new book from Habitat CEO @JReckford. Celebrate virtues like kindness, the small acts of compassion that transform the world around us. Order your copy today! https://t.co/5zDzeMsPVu",2019-11-13 19:30:00,1194698947731824648,8,20
762,This report from the Council of Europe Development Bank explores issues surrounding housing inequality in Europe. https://t.co/5fkRvhwu7y,2019-11-13 18:34:01,1194684858217488384,4,15
763,#WorldKindnessDay is the perfect time to celebrate the meaningful moments that occur on every Habitat for Humanity build site around the world. A helping hand. A warm embrace. A note of encouragement. This is why we build. https://t.co/rSuqkKf0r9,2019-11-13 14:40:07,1194625995371728904,37,103
764,@Michell99620729 Thank you for your message. Please contact your local Habitat for Humanity to learn about services that are available in your area. https://t.co/Gp572TViwD,2019-11-12 19:29:09,1194336346481078274,0,1
765,"Our definition of decent housing includes access to clean water, something more than 40% of Zambians don’t have. By partnering with Habitat for Humanity Zambia, many communities are creating access to clean, treated water. Learn more. https://t.co/eLOQzgS5OD https://t.co/XYI0ESeREi",2019-11-12 16:40:00,1194293777982201858,8,29
766,RT @JReckford: President and Mrs. Carter are in our prayers today as he undergoes medical treatment at Emory. Please join us in wishing him…,2019-11-12 10:47:03,1194204954837299201,26,0
767,"RT @BobbyLewisWTSP: Vincent Smith served in the Air Force and is now serving here at home, just in a different way. He's a caretaker for hi…",2019-11-12 00:40:00,1194052187372113920,5,0
768,Just one example of many cities across the U.S. where the #CostOfHome has outpaced wage increases. Learn about our advocacy campaign’s four areas of policy focus. https://t.co/IwGZKToF1O https://t.co/BvOqxYBtnJ,2019-11-11 23:22:00,1194032558297829376,3,13
769,RT @ashferddd: I volunteered with Habitat for Humanity for the first time today. All I can say is what a humbling experience. I was able to…,2019-11-11 21:11:30,1193999716511617030,9,0
770,"Jessica knows firsthand how hard it can sometimes be for families to find a path to a better future. After becoming a Habitat homeowner herself, the @USArmy veteran has gone on to feed “her heart for service” through an AmeriCorps position with @habitat_collier. #VeteransDay",2019-11-11 19:23:00,1193972410334285830,10,27
771,"Vietnam War veteran Reginald served 10 years in the @USCG before working as a drug addiction counselor. Now retired, he and his wife, Pat, partnered with @HabitatPhilly and The @HomeDepotFound to make critical repairs to the home they have lived in for 30 years. 🏠 #VeteransDay https://t.co/ZXPkwSZHy3",2019-11-11 15:14:03,1193909761961611266,6,45
772,Families all across the United States are paying too high a price to cover the cost of their home. Show your support for housing affordability by creating your own custom graphic to share on social media. #CostOfHome,2019-11-10 21:14:00,1193637956650749957,13,35
773,"#HabitatforHumanity builds with locally available materials by country, reducing costs and making it easier for homeowners to maintain the houses. Learn more about #HabitatforHumanity houses around the world.",2019-11-10 17:17:00,1193578313777864705,17,63
774,"Interested in working for #HabitatforHumanity? 
Current openings include:
- Planned Giving Officer: https://t.co/CukNHuZc9E
- Sr. Development Officer: https://t.co/fzvvarpw1W
Click below to visit our careers page and browse all of our open positions.",2019-11-09 19:40:00,1193251912881065984,4,9
775,"The very first #HabitatforHumanity ReStore was opened in May of 1991 in Winnipeg, Canada. Over 28 years later, there are more than 1,000 ReStore locations around the world. Learn more about the ReStore shopping experience and find a location near you.",2019-11-09 16:14:00,1193200071203942400,7,30
776,"RT @JReckford: This is unacceptable &amp; precisely why @Habitat_org launched our @CostOfHome campaign. Everywhere you look—cities, suburbs, ru…",2019-11-08 20:04:00,1192895566533087234,14,0
777,"Alongside @HabitatPhilly and other partners, residents of Sharswood are working to restore their community to the hub it once was. Communities across the country are partnering with #HabitatforHumanity to lift up their neighborhoods. Learn more. https://t.co/Mtc2s76dW9",2019-11-08 17:11:28,1192852146120773632,5,31
778,"#TBT: One month ago today, construction began and walls were raised at the 36th Jimmy &amp; Rosalynn Carter Work Project in Nashville, Tennessee. #HabitatCWP https://t.co/KH3Bh1e2pa",2019-11-07 19:40:02,1192527145861550090,7,42
779,Take a stand with Habitat for Humanity as we advocate for policies to improve housing affordability. Help us make the #CostOfHome something we all can afford. https://t.co/E7Bxm9BVjr https://t.co/7ufOJF7pIK,2019-11-07 15:28:51,1192463935921885184,15,33
780,"""Building communities is the essence of what we do at #HabitatforHumanity. Constructing houses is the means by which we do it."" - @JReckford, Habitat CEO https://t.co/UIr1HaxLNS",2019-11-06 19:56:49,1192168983849504769,19,48
781,"Through @joinsolidground, Habitat’s global advocacy campaign, families in Zambia — particularly those headed by women — are learning and asserting their land rights. – with @HabitatZambia https://t.co/J3nQ4eJWpp",2019-11-06 15:40:01,1192104354741915648,9,20
782,We are honored to be recognized in the top 20 of the Chronicle of @Philanthropy’s 2019 list of #AmericasFavoriteCharities that was announced earlier today. https://t.co/niNixdPRKu,2019-11-05 18:36:00,1191786257858342912,23,65
783,"Are you interested in joining Habitat AmeriCorps for a year of service? Service members provide a unique human resource – motivated, passionate, hard-working people who address important community needs. Browse the current openings across the country. - with @HFHAmeriCorps",2019-11-05 16:51:00,1191759833772355591,12,27
784,RT @CostOfHome: The Task Force on the Impact of the Affordable Housing Crisis Act would create a task force to recommend policy solutions t…,2019-11-05 14:01:53,1191717272643100678,8,0
785,"No matter who we are or where we come from, we all deserve to have a decent life. We deserve to feel strength and stability day after day. We deserve to know we have the power to take care of ourselves and build our own futures. 🏠 #HabitatforHumanity https://t.co/lNLt7qN81b",2019-11-04 19:40:02,1191439984223490048,13,44
786,"@DawnOdegard72 Hi Dawn, thank you for reaching out. Please visit our website to learn more about the qualifications to apply for Habitat's homeownership program: https://t.co/WFgItxJUUj",2019-11-04 16:14:32,1191388267335372802,0,0
787,Did you know Habitat for Humanity’s #WomenBuild is a great way to learn construction skills? 🛠️💪🏠 #MotivationMonday,2019-11-04 15:56:37,1191383757183315968,16,38
788,"#HabitatforHumanity homeowners help build and then purchase their houses. They make monthly payments on an affordable mortgage, which in turn helps Habitat build more homes. 🏠 This home was built in Tucson, Arizona. https://t.co/e8Gh8SX6vh",2019-11-03 16:40:02,1191032298067701760,10,41
789,Happy Saturday! 🏠 #ThankYou to all of our volunteers who are spending their weekend helping us build. 🏘️ #HabitatforHumanity https://t.co/R6F0W1FOoN,2019-11-02 14:40:03,1190639714153455618,15,53
790,RT @CostOfHome: Great to see conversations about the #CostOfHome happening at Habitat's #WomenBuild conference. https://t.co/2eIpcHkWY5,2019-11-01 18:53:01,1190340986679021570,5,0
791,"We loved watching @GarthBrooks talk about #HabitatforHumanity on @TheEllenShow. We can’t wait to see you both on a Habitat build site. We’ll have a hardhat ready with your name on it, Ellen! https://t.co/3zh1X19cmV",2019-11-01 16:15:01,1190301223309729793,37,383
792,"Founded on this date in 1942, @KoinoniaFarm’s fertile soil produced the idea that would eventually become #HabitatforHumanity. 🏠 #FlashbackFriday https://t.co/vX1RiQHt8q",2019-11-01 14:40:02,1190277321246330881,10,33
793,"RT @beyondchron: As the nation's housing crisis worsens, it's great to see  Habitat for Humanity chapters taking on a larger advocacy and m…",2019-10-31 23:31:00,1190048557803474947,6,0
794,RT @MPetersonHFHWFC: Our #Habitat #construction team handing out candy during Fremont St Nursery's #halloween parade (during a break in our…,2019-10-31 18:28:08,1189972337686466561,2,0
795,"At #HabitatforHumanity we believe that every child needs a place to call home, a place where they can play and dream and plan for their future. 🏠",2019-10-31 15:29:35,1189927401817395200,23,46
796,"The first Habitat for Humanity ReStore opened in May of 1991 in Winnipeg, Manitoba, Canada. Over 28 years later, there are now more than 900 ReStore locations around the world! #HabitatFacts 🏠 #WednesdayWisdom https://t.co/BflErLEXux",2019-10-30 15:40:02,1189567646150418433,9,35
797,"RT @Habitat_CR: #HabitatCR volunteers had the privilege of working with Joyce &amp; Miriam, featured in Habitat International magazine! Thanks…",2019-10-30 14:24:01,1189548516588347397,3,0
798,"From @registerguard: Habitat for Humanity of Central Lane broke ground on a 12-home neighborhood in Springfield, Oregon — its largest development yet. Full story. https://t.co/6u3fnmAngz",2019-10-29 18:14:01,1189244007488151552,4,24
799,"Clarence Jordan, who died on this date 50 years ago, founded @KoinoniaFarm, planting the seed from which Habitat for Humanity would grow. Learn more about the man considered the spiritual father of Habitat. https://t.co/jM8HneWRzy",2019-10-29 14:14:01,1189183609988505602,9,30
800,"RT @VandyWBB: The happiest people are not those getting more, but those giving more. 

@Habitat_org | #AnchorDown https://t.co/soTn3hpu8N",2019-10-29 13:25:01,1189171279611478016,18,0
801,"What makes the #CostOfHome affordable comes down to simple math. Subtract your monthly rent or mortgage from your take-home pay, and you should have enough money left over for life’s necessities. But too few people are having that experience. Learn more.
https://t.co/deUnui9a4S",2019-10-28 19:20:40,1188898393776644099,11,12
802,"RT @congregationDUC: Volunteers enjoyed the kick-off for the Habitat for Humanity house sponsored by Duke Chapel, the Congregation, the Duk…",2019-10-28 16:40:05,1188857980634238976,3,0
803,"@Oldjohnlittle Hi, thank you for your message. Please contact your local Habitat for Humanity to learn about opportunities to get involved in your area. https://t.co/BfunHvlbZM",2019-10-28 15:56:03,1188846901946441734,0,0
